[2026-07-14T19:45:15.627Z] [INFO] AI workers disabled (default) - all workers run local-only. Enable with `daemon start --headless`, daemon.aiWorkers.enabled=true, or RUFLO_DAEMON_AI_WORKERS=1 (#2661)
[2026-07-14T19:45:15.630Z] [INFO] Scheduled map (interval: 900s, first run in 0s)
[2026-07-14T19:45:15.631Z] [INFO] Scheduled audit (interval: 600s, first run in 120s)
[2026-07-14T19:45:15.632Z] [INFO] Scheduled optimize (interval: 900s, first run in 240s)
[2026-07-14T19:45:15.633Z] [INFO] Scheduled consolidate (interval: 1800s, first run in 360s)
[2026-07-14T19:45:15.634Z] [INFO] Scheduled testgaps (interval: 1200s, first run in 480s)
[2026-07-14T19:45:15.635Z] [INFO] Scheduled backup (interval: 86400s, first run in 600s)
[2026-07-14T19:45:15.636Z] [INFO] Scheduled harness (interval: 21600s, first run in 720s)
[2026-07-14T19:45:15.637Z] [INFO] Lifecycle monitor active (workspace-removal, ttl=43200s)
[2026-07-18T08:53:12.748Z] [INFO] Stopped worker: consolidate
[2026-07-18T08:53:12.749Z] [INFO] Stopped worker: testgaps
[2026-07-18T08:53:12.751Z] [INFO] Stopped worker: backup
[2026-07-18T08:53:12.753Z] [INFO] Stopped worker: harness
[2026-07-18T08:53:12.761Z] [INFO] Daemon stopped
[2026-07-18T12:34:16.803Z] [INFO] AI workers disabled (default) - all workers run local-only. Enable with `daemon start --headless`, daemon.aiWorkers.enabled=true, or RUFLO_DAEMON_AI_WORKERS=1 (#2661)
[2026-07-18T12:34:16.809Z] [INFO] Scheduled map (interval: 900s, first run in 0s)
[2026-07-18T12:34:16.810Z] [INFO] Scheduled audit (interval: 600s, first run in 120s)
[2026-07-18T12:34:16.811Z] [INFO] Scheduled optimize (interval: 900s, first run in 240s)
[2026-07-18T12:34:16.811Z] [INFO] Scheduled consolidate (interval: 1800s, first run in 360s)
[2026-07-18T12:34:16.812Z] [INFO] Scheduled testgaps (interval: 1200s, first run in 480s)
[2026-07-18T12:34:16.812Z] [INFO] Scheduled backup (interval: 86400s, first run in 600s)
[2026-07-18T12:34:16.813Z] [INFO] Scheduled harness (interval: 21600s, first run in 720s)
[2026-07-18T12:34:16.814Z] [INFO] Lifecycle monitor active (workspace-removal, ttl=43200s)
[2026-07-18T12:34:16.819Z] [INFO] Daemon started (PID: 32976, CPUs: 8, workers: 7, maxCpuLoad: 6.4, minFreeMemoryPercent: 10%)
[2026-07-18T12:34:16.825Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-18T12:34:16.829Z] [INFO] Worker map completed in 8ms
[2026-07-18T12:36:16.823Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-18T12:36:16.829Z] [INFO] Worker audit completed in 11ms
[2026-07-18T12:38:16.826Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-18T12:38:16.829Z] [INFO] Worker optimize completed in 8ms
[2026-07-18T12:40:16.823Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-18T12:40:16.829Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-18T12:40:16.831Z] [INFO] Worker consolidate completed in 12ms
[2026-07-18T12:42:16.831Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-18T12:42:16.834Z] [INFO] Worker testgaps completed in 8ms
[2026-07-18T12:44:16.836Z] [INFO] Starting worker: backup (1/2 concurrent)
[2026-07-18T12:44:16.840Z] [INFO] Worker backup completed in 7ms
[2026-07-18T12:46:16.831Z] [INFO] Starting worker: harness (1/2 concurrent)
[2026-07-18T12:46:16.837Z] [INFO] Starting worker: audit (2/2 concurrent)
[2026-07-18T12:46:16.839Z] [INFO] Worker audit completed in 5ms
[2026-07-18T12:46:16.868Z] [INFO] Worker harness completed in 41ms
[2026-07-18T12:49:16.851Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-18T12:49:16.856Z] [INFO] Worker map completed in 11ms
[2026-07-18T12:53:16.858Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-18T12:53:16.894Z] [INFO] Worker optimize completed in 45ms
[2026-07-18T12:56:16.861Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-18T12:56:16.868Z] [INFO] Worker audit completed in 16ms
[2026-07-18T13:02:16.856Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-18T13:02:16.859Z] [INFO] Worker testgaps completed in 9ms
[2026-07-18T13:04:16.883Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-18T13:04:16.885Z] [INFO] Worker map completed in 7ms
[2026-07-18T13:06:16.891Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-18T13:06:16.899Z] [INFO] Worker audit completed in 16ms
[2026-07-18T13:08:16.915Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-18T13:08:16.917Z] [INFO] Worker optimize completed in 6ms
[2026-07-18T13:10:16.837Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-18T13:10:16.839Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-18T13:10:16.841Z] [INFO] Worker consolidate completed in 8ms
[2026-07-18T13:16:17.212Z] [INFO] Worker audit deferred: Memory too low: 6.7% free
[2026-07-18T13:19:17.172Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-18T13:19:17.179Z] [INFO] Worker map completed in 87ms
[2026-07-18T13:19:17.196Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-18T13:19:17.201Z] [INFO] Worker audit completed in 9ms
[2026-07-18T13:22:16.962Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-18T13:22:16.968Z] [INFO] Worker testgaps completed in 11ms
[2026-07-18T13:23:16.985Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-18T13:23:16.990Z] [INFO] Worker optimize completed in 11ms
[2026-07-18T13:26:17.579Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-18T13:26:17.582Z] [INFO] Worker audit completed in 9ms
[2026-07-18T13:34:17.202Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-18T13:34:17.212Z] [INFO] Worker map completed in 15ms
[2026-07-18T13:36:17.606Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-18T13:36:17.609Z] [INFO] Worker audit completed in 10ms
[2026-07-18T13:38:17.198Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-18T13:38:17.204Z] [INFO] Worker optimize completed in 12ms
[2026-07-18T13:40:17.100Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-18T13:40:17.110Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-18T13:40:17.112Z] [INFO] Worker consolidate completed in 16ms
[2026-07-18T13:42:17.087Z] [INFO] Worker testgaps deferred: Memory too low: 6.7% free
[2026-07-18T13:46:17.621Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-18T13:46:17.623Z] [INFO] Worker audit completed in 5ms
[2026-07-18T13:46:17.629Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-18T13:46:17.632Z] [INFO] Worker testgaps completed in 5ms
[2026-07-18T13:49:17.226Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-18T13:49:17.228Z] [INFO] Worker map completed in 7ms
[2026-07-18T13:53:17.218Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-18T13:53:17.222Z] [INFO] Worker optimize completed in 9ms
[2026-07-18T13:56:17.634Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-18T13:56:17.636Z] [INFO] Worker audit completed in 8ms
[2026-07-18T14:02:17.102Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-18T14:02:17.104Z] [INFO] Worker testgaps completed in 7ms
[2026-07-18T14:04:17.236Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-18T14:04:17.237Z] [INFO] Worker map completed in 6ms
[2026-07-18T14:06:17.656Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-18T14:06:17.659Z] [INFO] Worker audit completed in 9ms
[2026-07-18T14:08:17.236Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-18T14:08:17.239Z] [INFO] Worker optimize completed in 8ms
[2026-07-18T14:10:17.135Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-18T14:10:17.142Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-18T14:10:17.145Z] [INFO] Worker consolidate completed in 15ms
[2026-07-18T14:16:17.666Z] [INFO] Worker audit deferred: Memory too low: 6.1% free
[2026-07-18T14:19:17.254Z] [INFO] Worker map deferred: Memory too low: 7.2% free
[2026-07-18T14:22:17.133Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-18T14:22:17.142Z] [INFO] Worker testgaps completed in 27ms
[2026-07-18T14:22:17.148Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-18T14:22:17.150Z] [INFO] Worker audit completed in 3ms
[2026-07-18T14:22:17.154Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-18T14:22:17.157Z] [INFO] Worker map completed in 5ms
[2026-07-18T14:23:17.282Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-18T14:23:17.291Z] [INFO] Worker optimize completed in 14ms
[2026-07-18T14:26:17.684Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-18T14:26:17.686Z] [INFO] Worker audit completed in 6ms
[2026-07-18T14:34:17.296Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-18T14:34:17.300Z] [INFO] Worker map completed in 15ms
[2026-07-18T14:36:17.713Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-18T14:36:17.716Z] [INFO] Worker audit completed in 9ms
[2026-07-18T14:38:17.315Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-18T14:38:17.318Z] [INFO] Worker optimize completed in 9ms
[2026-07-18T14:40:17.165Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-18T14:40:17.170Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-18T14:40:17.172Z] [INFO] Worker consolidate completed in 9ms
[2026-07-18T14:42:17.163Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-18T14:42:17.166Z] [INFO] Worker testgaps completed in 8ms
[2026-07-18T14:46:17.803Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-18T14:46:17.805Z] [INFO] Worker audit completed in 6ms
[2026-07-18T14:49:17.320Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-18T14:49:17.322Z] [INFO] Worker map completed in 7ms
[2026-07-18T14:53:17.344Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-18T14:53:17.347Z] [INFO] Worker optimize completed in 9ms
[2026-07-18T14:56:17.823Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-18T14:56:17.826Z] [INFO] Worker audit completed in 6ms
[2026-07-18T15:02:17.180Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-18T15:02:17.184Z] [INFO] Worker testgaps completed in 7ms
